ï»¿Institution,Team Number,City,State/Province,Country,Advisor,Problem,Ranking
Guangdong University of Finance Economics,40269,Guangzhou,Guangdong,China,Guogang Liu,B,Honorable Mention
Zhejiang Gongshang University,40271,Hangzhou,Zhejiang,China,Qiu Yuyang,A,Honorable Mention
Macau University of Science and Technology,40272,Macau,,China,Yong Liang,A,Successful Participant
Yunnan University,40273,Kunming,Yunnan,China,Weidong Li,B,Successful Participant
Zhejiang Gongshang University,40274,Hangzhou,Zhejiang,China,Qiu Yuyang,A,Successful Participant
Renmin University of China,40275,Beijing,Beijing,China,Xiaoping Yang,A,Successful Participant
Shandong University,40276,Jinan,Shandong,China,Baodong LIU,C,Honorable Mention
Zhengzhou university,40277,zhengzhou,henan,China,junjie zhou,B,Successful Participant
Sichuan University,40278,Chengdu,Sichuan,China,Namei He,A,Successful Participant
BeiJing University Of Post And Telecommunication,40279,Beijing,Beijing,China,Wenbo Zhang,A,Successful Participant
Tianjin Polytechnic University,40280,Tianjin,,China,Ke Chen,A,Honorable Mention
Tianjin Polytechnic University,40281,Tianjin,,China,Ke Chen,A,Successful Participant
Yunnan Minzu University,40282,kunming,yunnan,China,Fan Yang,A,Successful Participant
Minzu University of China,40283,Beijing,Beijing,China,Hong Liu,D,Meritorious
Tianjin Polytechnic University,40284,Tianjin,,China,Xuemei Sun,B,Successful Participant
Central China Normal University,40285,Wuhan,Hubei,China,Xiaobo Yin,A,Successful Participant
Wuhan University,40286,Wuhan,Hubei,China,Deng Aijiao,A,Successful Participant
Tianjin Polytechnic University,40287,Tianjin,,China,Xuemei Sun,A,Successful Participant
Minzu University of China,40288,Beijing,China,China,Yanfei Shu,A,Successful Participant
College of Information Science and Engineering; Northeastern University,40289,Shenyang,Liaoning,China,Lang Jun,A,Successful Participant
Southwest Jiaotong University,40290,Chengdu,Sichuan,China,Wei Pu,A,Honorable Mention
Software College; Northeastern University,40291,Shenyang,Liaoning,China,Jiang Linying,B,Successful Participant
Inner Mongolia University of Technology,40293,Hohhot,Inner Mongolia,China,Ren Mu,B,Successful Participant
Faculty of Information Science and Engineering; Northeastern University,40294,Shenyang,Liaoning,China,Jiang Nan,A,Successful Participant
Beihang Univeristy,40295,Beijing,Beijing,China,Haiyan Sun,A,Honorable Mention
Faculty of Information Science and Engineering; Northeastern University,40296,Shenyang,Liaoning,China,Jiang Nan,A,Successful Participant
Software College; Northeastern University,40297,Shenyang,Liaoning,China,Liu Yixian,A,Successful Participant
Software College; Northeastern University,40298,Shenyang,Liaoning,China,Liu Yixian,B,Successful Participant
Software college; Northeastern University,40299,Shenyang,Liaoning,China,Liu Hongjuan,A,Successful Participant
Shihezi University,40300,Shihezi,Xinjiang,China,Jiangli Wang,B,Successful Participant
Software college; Northeastern University,40301,Shenyang,Liaoning,China,Liu Hongjuan,B,Successful Participant
School of Science of Tianjin University,40302,Tian Jin,China,China,Ke HongWei,B,Successful Participant
Xiamen University,40303,Xiamen,Fujian,China,Zhong Chen,A,Successful Participant
BeiJing University Of Post And Telecommunication,40304,Beijing,Beijing,China,Zuguo He,A,Successful Participant
Yunnan Minzu University,40305,Kunming,Yunnan,China,Jun Wang,A,Successful Participant
"Northeastern University, China",40306,Shenyang,Liaoning,China,Yu Hai,A,Successful Participant
"Northeastern University, China",40307,Shenyang,Liaoning,China,Yu Hai,B,Honorable Mention
Software College; Northeastern University,40308,Shenyang,Liaoning,China,Zhang Li,B,Honorable Mention
Software College; Northeastern University,40309,Shenyang,Liaoning,China,Zhang Li,A,Successful Participant
The University of Shanghai for Science and Technology,40310,Shanghai,Shanghai,China,Jianguo Liu,A,Successful Participant
College of Information Science and Engineering; Northeastern University,40311,Shenyang,Liaoning,China,Zhao Yong,A,Successful Participant
ShiHeZi University,40312,ShiHiZi,xinjiang,China,Keshe Ni,A,Successful Participant
College of Information Science and Engineering; Northeastern University,40313,Shenyang,Liaoning,China,Zhao Yong,B,Successful Participant
Software College; Northeastern University,40314,Shenyang,Liaoning,China,Zhao Jianzhe,A,Successful Participant
SHANGHAI JIAO TONG UNIVERSITY,40315,SHANGHAI,SHANGHAI,China,YIQING SONG,A,Successful Participant
SHANGHAI JIAO TONG UNIVERSITY,40316,SHANGHAI,SHANGHAI,China,YIQING SONG,A,Successful Participant
Software College; Northeastern University,40318,Shenyang,Liaoning,China,Zhao Jianzhe,A,Successful Participant
Zhongnan University of Economics and Law,40319,Wuhan,Hubei,China,JingHua Chang,A,Successful Participant
Peking University,40320,Beijing,Beijing,China,Linlin Shao,A,Successful Participant
School of Information Science and Engineering; Northeastern University,40321,Shenyang,Liaoning,China,Li Dayu,B,Honorable Mention
School of Information Science and Engineering; Northeastern University,40322,Shenyang,Liaoning,China,Li Dayu,A,Successful Participant
Beihang Univeristy,40323,BeiJing,BeiJing,China,Guolin Sun,A,Successful Participant
Hainan University,40324,Haikou,Hainan,China,Jinsong Li,B,Honorable Mention
Tsinghua University,40325,Beijing,Beijing,China,Jun Ye,A,Successful Participant
Yunnan Minzu University,40326,kunming,yunnan,China,Wei Meng,A,Successful Participant
Beihang Univeristy,40327,Beijing,Beijing,China,Huaping Xu,B,Successful Participant
University of Science and Technology Liaoning,40328,Anshan,Liaoning,China,Jun Xing,A,Successful Participant
Tsinghua University,40329,Beijing,Beijing,China,Heng Liang,A,Successful Participant
The University of Shanghai for Science and Technology,40330,Shanghai,Shanghai,China,Qiang GUO,D,Successful Participant
Harbin Medical University,40331,Harbin,Hei Long Jiang,China,Zhiqiang Chang,A,Successful Participant
Shanxi University,40332,Taiyuan,Shanxi,China,Bo Yang,B,Successful Participant
"College of Sciences, Northeastern University",40334,Shenyang,Liaoning,China,Qi Wang,A,Honorable Mention
Wuhan University,40335,Wuhan,,China,Liuyi Zhong,A,Honorable Mention
"College of Sciences, Northeastern University",40336,Shenyang,Liaoning,China,Qi Wang,A,Meritorious
Sun Yat-Sen University,40337,Guangzhou,Guangdong,China,Zhenglu Jiang,A,Honorable Mention
Nankai University,40338,Tianjin,Tianjin,China,Xiaowei Chen,A,Honorable Mention
Sun Yat-Sen University,40339,Guangzhou,Guangdong,China,Qiru Wang,A,Successful Participant
JiangXi College of Construction,40340,NanChang,JiangXi,China,Zhan Xiang,A,Successful Participant
JiangXi College of Construction,40341,NanChang,JiangXi,China,Zhan Xiang,A,Successful Participant
College of Sciences ; Northeastern University,40342,Shenyang,Liaoning,China,Xiaojun Lu,B,Honorable Mention
College of Sciences ; Northeastern University,40343,Shenyang,Liaoning,China,Xiaojun Lu,A,Successful Participant
CentralÂ ChinaÂ NormalÂ University,40344,Wuhan,Hubei,China,Li Bo,B,Successful Participant
Shanghai University for Science and Technology,40345,Shanghai,Shanghai,China,Junxiang Li,A,Successful Participant
Henan Normal University,40346,Xinxiang,,China,Chun-Feng Wang,D,Honorable Mention
Wuhan University,40348,Wuhan,,China,Liuyi Zhong,A,Honorable Mention
Institution of Maths ; Northeastern University,40349,Shenyang,Liaoning,China,Xiangde Zhang,B,Honorable Mention
Institution of Maths ; Northeastern University,40350,Shenyang,Liaoning,China,Xiangde Zhang,A,Successful Participant
Shanghai Jiaotong University,40351,Shanghai,Shanghai,China,Xiaodong Zhang,A,Meritorious
Institution of Maths ; Northeastern University,40352,Shenyang,Liaoning,China,Xiangde Zhang,A,Successful Participant
University of International Business and Economics,40353,Beijing,Beijing,China,Yanling Su,A,Honorable Mention
SHANDONG UNIVERSITY,40354,JINAN,Shandong,China,Baodong Liu,D,Meritorious
School of Sciences;Northeastern University,40355,Shenyang,Liaoning,China,Hegui Zhu,A,Honorable Mention
School of Sciences;Northeastern University,40356,Shenyang,Liaoning,China,Hegui Zhu,A,Meritorious
National University of Singapore,40357,Singapore,,Singapore,Fei Han,C,Meritorious
School of Sciences;Northeastern University,40358,Shenyang,Liaoning,China,Hegui Zhu,B,Honorable Mention
Henan Normal University,40359,Xinxiang,,China,Chun-Feng Wang,D,Honorable Mention
Taiyuan University of Technology,40360,Taiyuan,Shanxi,China,Lihua Zhao,B,Successful Participant
SOUTHWEST UNIVERSITY FOR NATIONALITIES,40361,CHENGDU,SICHUAN,China,Shanshan Li,A,Successful Participant
Henan Normal University,40362,Xinxiang,,China,Chun-Feng Wang,A,Successful Participant
Xuhai College of China University of Mining and Technology,40363,Xuzhou,Jiangsu,China,Yuhu Sun,D,Honorable Mention
Henan Normal University,40364,Xinxiang,,China,Chun-Feng Wang,B,Successful Participant
Nankai University,40365,Tianjin,,China,Xianfeng Wang,A,Successful Participant
Xuhai college of China University of Mining and Technology,40366,Xuzhou,Jiangsu,China,Wei Zhang,A,Honorable Mention
Huazhong Agricultural University Chutian College,40367,Wuhan,Hubei,China,Zhi Li,D,Meritorious
SOUTHWEST UNIVERSITY FOR NATIONALITIES,40368,CHENGDU,SICHUAN,China,Shanshan Li,A,Successful Participant
Xuhai College of China University of Mining and Technology,40369,Xuzhou,Jiangsu,China,Yuan Li,A,Honorable Mention
SOUTHWEST UNIVERSITY FOR NATIONALITIES,40370,CHENGDU,SICHUAN,China,Rongrong Song,A,Successful Participant
"Xiamen University,China",40371,Xiamen,Fujian,China,tan zhong,A,Successful Participant
Sun Yat-Sen University,40372,Guangzhou,Guangdong,China,Yanhui Guan,A,Successful Participant
SOUTHWEST UNIVERSITY FOR NATIONALITIES,40373,CHENGDU,SICHUAN,China,Shanshan Li,A,Successful Participant
SOUTHWEST UNIVERSITY FOR NATIONALITIES,40374,CHENGDU,SICHUAN,China,Rongrong Song,B,Honorable Mention
"Ningbo Institute of Technology, Zhejiang University",40375,Ningbo City,Zhejiang,China,Jufeng Wang,A,Successful Participant
East China University of Science and Technology,40376,Shanghai,Shanghai,China,yongfei jin,D,Honorable Mention
SOUTHWEST UNIVERSITY FOR NATIONALITIES,40378,CHENGDU,SICHUAN,China,Shanshan Li,A,Successful Participant
Dongbei University of Finance and Economics,40379,Dalian,,China,Zhandong Xu,D,Successful Participant
SOUTHWEST UNIVERSITY FOR NATIONALITIES,40380,CHENGDU,SICHUAN,China,Rongrong Song,A,Successful Participant
China University of Mining and Technology,40381,Xuzhou,Jiangsu,China,Huixing ZHANG,A,Successful Participant
"Ningbo Institute of Technology, Zhejiang University",40382,Ningbo City,Zhejiang,China,Jufeng Wang,A,Successful Participant
Central China Normal University,40383,Wuhan,,China,Bo Li,A,Successful Participant
China University of Mining and Technology,40384,Xuzhou,Jiangsu,China,Qi Yongqiang,D,Meritorious
Xi'an University of Architecture and Technology,40385,Xi'an,Shaanxi,China,Junmin Zhang,A,Successful Participant
SOUTHWEST UNIVERSITY FOR NATIONALITIES,40386,CHENGDU,SICHUAN,China,Gaoping Li,D,Honorable Mention
SOUTHWEST UNIVERSITY FOR NATIONALITIES,40387,CHENGDU,SICHUAN,China,Zhixia Ma,A,Honorable Mention
China University of Mining and Technology,40388,Xuzhou,Jiangsu,China,Yao Xiangjuan,D,Successful Participant
Shenyang University of Technology,40389,Shenyang,Liaoning,China,Yan Chen,A,Successful Participant
SOUTHWEST UNIVERSITY FOR NATIONALITIES,40390,CHENGDU,SICHUAN,China,Gaoping Li,A,Successful Participant
SOUTHWEST UNIVERSITY FOR NATIONALITIES,40391,CHENGDU,SICHUAN,China,Zhixia Ma,A,Successful Participant
China University of Mining and Technology,40392,Xuzhou,Jiangsu,China,Tian Shoufu,A,Successful Participant
SOUTHWEST UNIVERSITY FOR NATIONALITIES,40393,CHENGDU,SICHUAN,China,Zhixia Ma,A,Honorable Mention
SOUTHWEST UNIVERSITY FOR NATIONALITIES,40394,CHENGDU,SICHUAN,China,Gaoping Li,B,Successful Participant
Xuzhou Institute of Technology,40395,Xuzhou,Jiangsu,China,Jiang Yingzi,A,Meritorious
SOUTHWEST UNIVERSITY FOR NATIONALITIES,40396,CHENGDU,SICHUAN,China,Jun Yang,A,Successful Participant
North China University of Water Resources and Electric Power,40397,Zhengzhou,Henan Province,China,Gaohui Peng,B,Successful Participant
Xuzhou Institute of Technology,40398,Xuzhou,Jiangsu,China,Jiang Yingzi,B,Honorable Mention
Wuhan University,40399,Wuhan,Hubei,China,Zhuangchu Luo,B,Successful Participant
Southeast University,40400,Nanjing,Jiangsu,China,Enshui Chen,A,Honorable Mention
Xiâ€™an University Of Architecture and Technology,40401,Xiâ€™an,Shaanxi,China,Xiaoyan Sun,A,Successful Participant
SOUTHWEST UNIVERSITY FOR NATIONALITIES,40402,CHENGDU,SICHUAN,China,Jun Yang,A,Successful Participant
Xuzhou Institute of Technology,40403,Xuzhou,Jiangsu,China,Li Subei,A,Successful Participant
North China University of Water Resources and Electric Power,40404,Zhengzhou,Henan Province,China,Yuanzhang Zhang,A,Successful Participant
SOUTHWEST UNIVERSITY FOR NATIONALITIES,40405,CHENGDU,SICHUAN,China,Jun Yang,B,Honorable Mention
Northeastern University at Qinhuangdao,40406,Qinhuangdao,Hebei,China,Zixuan Zhang,B,Honorable Mention
Shandong University of Technology,40407,Zibo,Shandong,China,Xiaoyuan Wang,C,Successful Participant
Hebei university,40408,baoding,hebei,China,Qiang Hua,A,Successful Participant
"Ningbo Institute of Technology, Zhejiang University",40409,Ningbo,Zhejiang,China,Lihui Tu,B,Successful Participant
SOUTHWEST UNIVERSITY FOR NATIONALITIES,40410,CHENGDU,SICHUAN,China,Jun Yang,B,Successful Participant
"Ningbo Institute of Technology, Zhejiang University",40411,Ningbo,Zhejiang,China,Lihui Tu,A,Successful Participant
SOUTHWEST UNIVERSITY FOR NATIONALITIES,40412,CHENGDU,SICHUAN,China,Jun Yang,A,Successful Participant
"Ningbo Institute of Technology, Zhejiang University",40413,Ningbo,Zhejiang,China,Lihui Tu,B,Successful Participant
Shandong University of Technology,40414,Zibo,Shandong,China,Xiaoyuan Wang,A,Successful Participant
SOUTHWEST UNIVERSITY FOR NATIONALITIES,40415,CHENGDU,SICHUAN,China,Jun Yang,A,Successful Participant
Xuzhou Institute of Technology,40416,Xuzhou,Jiangsu,China,Wang Dongdong,A,Successful Participant
Hebei university,40417,baoding,hebei,China,Qiang Hua,A,Honorable Mention
BeiJing University Of Post And Telecommunication,40418,Beijing,Beijing,China,Zuguo He,D,Honorable Mention
Ocean University Of China,40419,Qingdao,Shandong,China,shengshan cao,D,Honorable Mention
North China University of Water Resources and Electric Power,40420,Zhengzhou,Henan Province,China,Yanling Li,A,Successful Participant
"Ningbo Institute of Technology, Zhejiang University",40421,Ningbo,Zhejiang,China,Yong Wu,C,Honorable Mention
"Ningbo Institute of Technology, Zhejiang University",40422,Ningbo,Zhejiang,China,Yong Wu,B,Successful Participant
SOUTHWEST UNIVERSITY FOR NATIONALITIES,40423,CHENGDU,SICHUAN,China,Kaibin Lei,A,Successful Participant
Hebei university,40424,baoding,hebei,China,Qiang Hua,A,Successful Participant
"Ningbo Institute of Technology, Zhejiang University",40425,Ningbo,Zhejiang,China,Yong Wu,B,Successful Participant
Beihang Univeristy,40426,Beijing,,China,Xingchun Liu,A,Honorable Mention
Sichuan University,40427,Chengdu,Sichuan,China,Jie Zhou,A,Honorable Mention
"Ningbo Institute of Technology, Zhejiang University",40428,Ningbo,Zhejiang,China,Yong Wu,B,Successful Participant
Xiangtan University,40429,Xiangtan,Hunan,China,Hongliang Liu,A,Meritorious
Shandong University,40430,Jinan,,China,Tiande Zhang,A,Honorable Mention
Beihang Univeristy,40431,Beijing,Beijing,China,Yuan Jia,A,Successful Participant
Xiangtan University,40432,Xiangtan,Hunan,China,Hongliang Liu,A,Honorable Mention
Hebei University,40433,baoding,hebei,China,Cuilian You,A,Successful Participant
Hubei University of Technology,40434,Wuhan,Hubei Province,China,Hao Shang,A,Honorable Mention
Xiangtan University,40435,Xiangtan,Hunan,China,Hongliang Liu,A,Meritorious
China University of Mining and Technology,40436,Xuzhou,Jiangsu,China,Gong Dunwei,B,Successful Participant
North China University of Water Resources and Electric Power,40437,Zhengzhou,Henan Province,China,Dang Luo,B,Honorable Mention
Xiangtan University,40438,Xiangtan,Hunan,China,Hongliang Liu,B,Meritorious
Inner Mongolia University of technology,40439,Hohhot,Inner Mongolia,China,Yaru Qi,A,Successful Participant
Hebei University,40440,baoding,hebei,China,Cuilian You,A,Successful Participant
Taizhou Ploytechnic College,40441,Taizhou,Jiangsu,China,Min Pan,A,Successful Participant
Xiangtan University,40442,Xiangtan,Hunan,China,Hongliang Liu,B,Honorable Mention
Sun Yat-sen University,40443,Guangzhou,Guangdong,China,Wei-Shi Zheng,A,Successful Participant
Hebei University,40444,baoding,hebei,China,Cuilian You,A,Successful Participant
Xiangtan University,40445,Xiangtan,Hunan,China,Hongliang Liu,A,Successful Participant
Xiangtan University,40446,Xiangtan,Hunan,China,Hongliang Liu,A,Meritorious
Xiangtan University,40447,Xiangtan,Hunan,China,Hongliang Liu,A,Honorable Mention
Xiangtan University,40448,Xiangtan,Hunan,China,Hongliang Liu,A,Honorable Mention
Xiangtan University,40449,Xiangtan,Hunan,China,Hongliang Liu,B,Successful Participant
Xiangtan University,40450,Xiangtan,Hunan,China,Hongliang Liu,B,Honorable Mention
Xiangtan University,40451,Xiangtan,Hunan,China,Guangming Zhou,A,Successful Participant
Southwestern University of Finance and Economics,40452,Chengdu,Sichuan,China,Chuan Ding,A,Honorable Mention
Wuhan University,40454,Wuhan,Hubei,China,Z.C. Luo,B,Successful Participant
Xiangtan University,40455,Xiangtan,Hunan,China,Guangming Zhou,A,Meritorious
University of Science and Technology of China,40456,Hefei,Anhui,China,Mei Dong,A,Honorable Mention
Naval University of Engineering,40457,Wuhan,Hubei,China,Yuan Haojie,C,Honorable Mention
Hebei University,40458,baoding,hebei,China,Guochun Zhang,A,Successful Participant
Beihang Univeristy,40459,Beijing,Beijing,China,Zongyu Zuo,D,Honorable Mention
North China University of Water Resources and Electric Power,40460,Zhengzhou,Henan Province,China,Hongjun Wu,A,Successful Participant
Hubei University of Technology,40461,Wuhan,Hubei Province,China,Fumei Rong,B,Successful Participant
Xiangtan University,40462,Xiangtan,Hunan,China,Liu Yang,A,Honorable Mention
Wuhan University,40463,Wuhan,Hubei,China,Zhuangchu Luo,A,Successful Participant
Xiangtan University,40464,Xiangtan,Hunan,China,Liu Yang,A,Honorable Mention
Zhongnan University of Economics and Law,40465,Wuhan,Hubei,China,GuoGuang Yan,A,Successful Participant
Sichuan University,40466,Chengdu,Sichuan,China,Hao Wang,A,Successful Participant
Xiangtan University,40467,Xiangtan,Hunan,China,Liu Yang,B,Honorable Mention
Shanghai Jiao Tong University,40468,Shanghai,Shanghai,China,GUOQIANG LI,C,Meritorious
Xiangtan University,40469,Xiangtan,Hunan,China,Liu Yang,B,Honorable Mention
Hubei University of Technology,40470,Wuhan,Hubei Province,China,Songlin Xu,B,Successful Participant
Naval University of Engineering,40471,Wuhan,Hubei,China,Dai Mingqiang,A,Successful Participant
Xiangtan University,40472,Xiangtan,Hunan,China,Zhiwu Wen,B,Honorable Mention
Xiangtan University,40473,Xiangtan,Hunan,China,Zhiwu Wen,A,Meritorious
Xiangtan University,40474,Xiangtan,Hunan,China,Zhiwu Wen,B,Successful Participant
Henan Institute of Science and Technology,40475,Xinxiang,Henan,China,Dongwei Shi,A,Successful Participant
China University of Mining and Technology,40476,Xuzhou,Jiangsu,China,Jiang Shujuan,D,Meritorious
Xiangtan University,40477,Xiangtan,Hunan,China,Zhiwu Wen,B,Honorable Mention
Hubei University of Technology,40478,Wuhan,Hubei Province,China,Desheng Tian,A,Successful Participant
Xiangtan University,40479,Xiangtan,Hunan,China,Chengfu Li,A,Successful Participant
Sun Yat-Sen University,40480,Guangzhou,Guangdong,China,Jiajun Zhang,D,Honorable Mention
Xiangtan University,40481,Xiangtan,Hunan,China,Chengfu Li,A,Successful Participant
Xiangtan University,40482,Xiangtan,Hunan,China,Chengfu Li,B,Successful Participant
Xiangtan University,40483,Xiangtan,Hunan,China,Chengfu Li,A,Honorable Mention
Xiangtan University,40484,Xiangtan,Hunan,China,Chengfu Li,A,Successful Participant
Henan Institute of Science and Technology,40485,Xinxiang,Henan,China,Dongwei Shi,A,Honorable Mention
North China University of Water Resources and Electric Power,40486,Zhengzhou,Henan Province,China,Fagui Liu,A,Successful Participant
Xiangtan University,40487,Xiangtan,Hunan,China,Chengfu Li,A,Successful Participant
Xiangtan University,40488,Xiangtan,Hunan,China,Chengfu Li,A,Honorable Mention
Hubei University of Technology,40489,Wuhan,Hubei Province,China,YongSong Zhu,A,Honorable Mention
Naval University of Engineering,40490,Wuahn,Hubei,China,Huang Dengbin,A,Honorable Mention
Xiangtan University,40491,Xiangtan,Hunan,China,Chengfu Li,A,Honorable Mention
Xiangtan University,40492,Xiangtan,Hunan,China,Chengfu Li,A,Honorable Mention
Xuzhou Institute of Technology,40493,Xuzhou,Jiangsu,China,Zhang Honglei,A,Honorable Mention
Xiangtan University,40494,Xiangtan,Hunan,China,Chengfu Li,A,Honorable Mention
Xiangtan University,40495,Xiangtan,Hunan,China,Chengfu Li,A,Honorable Mention
Tsinghua University,40496,Beijing,Beijing,China,Heng Liang,A,Honorable Mention
Henan Institute of Science and Technology,40497,Xinxiang,Henan,China,Hongwei Jiao,B,Successful Participant
Teacher,40498,Beijing,Beijing,China,GuoHone Zhang,A,Successful Participant
Naval University of Engineering,40499,Wuhan,Hubei,China,Ai Xiaochuan,A,Honorable Mention
North China University of Water Resources and Electric Power,40500,Zhengzhou,Henan Province,China,Gaohui Peng,A,Meritorious
Hubei University of Technology,40501,Wuhan,Hubei Province,China,Yingdan Wu,A,Honorable Mention
North China University of Water Resources and Electric Power,40502,Zhengzhou,Henan Province,China,Yuanzhang Zhang,A,Honorable Mention
North China University of Water Resources and Electric Power,40503,Zhengzhou,Henan Province,China,Weibing Zuo,B,Successful Participant
Jinling High School,40504,Nanjing,Jiang Su,China,Dandan Chen,B,Successful Participant
Hubei University of Technology,40505,Wuhan,Hubei Province,China,Youxi Luo,A,Honorable Mention
Naval University of Engineering,40506,Wuhan,Hubei,China,Jin Yuhong,A,Meritorious
North China University of Water Resources and Electric Power,40507,Zhengzhou,Henan Province,China,Yanling Li,A,Successful Participant
South-Central University for Nationalities,40508,wuhan,hubei,China,Zuoqing Chen,A,Honorable Mention
Tsinghua University,40509,Beijing,Beijing,China,Junqing Chen,D,Meritorious
Zhejiang University,40510,Hangzhou,Zhejiang,China,XiaoQing Jiang,A,Meritorious
Naval University of Engineering,40511,Wuhan,Hubei,China,Xu Zhongchang,A,Meritorious
Hubei University of Technology,40512,Wuhan,Hubei Province,China,Cijun Fang,A,Successful Participant
Hainan University,40513,Haikou,Hainan,China,Xingming Shu,A,Honorable Mention
Shenyang University of Technology,40514,Shenyang,Liaoning,China,Yan Chen,A,Successful Participant
Sun Yat-Sen University,40515,Guangzhou,Guangdong,China,Zhihong Luo,A,Successful Participant
North China University of Water Resources and Electric Power,40516,Zhengzhou,Henan Province,China,Hongrui Zhang,A,Honorable Mention
Hubei University of Technology,40517,Wuhan,Hubei Province,China,Songlin Xu,B,Successful Participant
Naval University of Engineering,40518,Wuhan,Hubei,China,Wang Shengbing,A,Meritorious
North China University of Water Resources and Electric Power,40519,Zhengzhou,Henan Province,China,Hongwei Yue,A,Successful Participant
Sichuan university,40520,Chengdu,Sichuan,China,Nanjing Huang,A,Successful Participant
Peking University,40521,Beijing,Beijing,China,Linlin Shao,A,Successful Participant
Jilin University,40522,Changchun,Jinlin,China,Fukang Zhu,A,Successful Participant
Naval University of Engineering,40523,Wuhan,Hubei,China,Li Wei,C,Successful Participant
EAST CHINA NORMAL UNIVERSITY,40524,Shanghai,,China,Yaling Yin,A,Successful Participant
University of Science and Technology of China,40525,Hefei,Anhui,China,Lin Zhao,A,Successful Participant
Naval University of Engineering,40526,Wuhan,Hubei,China,Liu Yongkai,A,Successful Participant
Yunnan University,40527,kunming,yunnan,China,Yue Zhao,B,Successful Participant
Shenyang University of Technology,40528,Shenyang,Liaoning,China,Yan Chen,A,Successful Participant
Naval University of Engineering,40529,Wuhan,Hubei,China,Wang Wei,A,Honorable Mention
Southwestern University of Finance and Economics,40530,ChengDu,SiChuan,China,Qingbang Zhang,A,Successful Participant
Naval University of Engineering,40531,Wuhan,Hubei,China,Zhai Yali,B,Meritorious
Wuhan University,40532,wuhan,Hubei,China,Liuyi Zhong,B,Successful Participant
Beihang Univeristy,40533,Beijing,,China,Jie Luo,A,Successful Participant
Nankai University,40534,Tianjin,Tianjin,China,Yu Mei,A,Successful Participant
Naval University of Engineering,40535,Wuhan,Hubei,China,Liu Haitao,A,Successful Participant
shenyang university of technology,40536,Shenyang,Liaoning,China,Hongbo Du,A,Successful Participant
shenyang university of technology,40537,Shenyang,Liaoning,China,Hongbo Du,A,Successful Participant
Hebei University,40538,baoding,hebei,China,Guochun Zhang,A,Successful Participant
South-Center University For Nationalities,40539,Wuhan,Hubei Province,China,Shang Yueyun,B,Honorable Mention
Tianjin University,40540,Tianjin,Tianjin,China,Honggang Zeng,C,Successful Participant
Shenyang University of Technology,40541,Shenyang,Liaoning,China,Bo Wang,A,Honorable Mention
Shanghai University of Finance and Economics,40542,Shanghai,Shanghai,China,Chengdong Dong,B,Honorable Mention
Hebei University,40543,baoding,hebei,China,Xiaopeng Liu,A,Successful Participant
SiChuan University,40544,Chengdu,Sichaun,China,HuiLei Han,B,Successful Participant
Hebei University,40545,baoding,hebei,China,Xiaopeng Liu,A,Honorable Mention
Shenyang University of Technology,40546,Shenyang,Liaoning,China,Bo Wang,A,Honorable Mention
Xiamen University,40547,Xiamen,Fujian,China,Weiling Yang,D,Honorable Mention
Yunnan University,40548,Kunming,Yunnan,China,Yue Zhao,A,Successful Participant
Southwest Jiaotong University,40549,Chengdu,Sichuan,China,Han Yang,D,Successful Participant
Shenyang University of Technology,40550,Shenyang,Liaoning,China,Bo Wang,A,Successful Participant
Hebei University,40551,baoding,hebei,China,Lihui He,A,Successful Participant
Central China Normal University,40552,Wuhan,Hubei,China,Bo Li,A,Successful Participant
Hebei University,40553,baoding,hebei,China,Lihui He,A,Successful Participant
"China University of Geosciences,Beijing",40554,Beijing,Beijing,China,Guangdong Huang,A,Successful Participant
Zhejiang University,40555,Hangzhou,,China,Shuyou Zhang,A,Honorable Mention
shenyang University of Technology,40556,Shenyang,Liaoning,China,Yibing Wang,B,Meritorious
Shandong University,40557,Jinan,Shandong Province,China,Baodong LIU,D,Honorable Mention
shenyang University of Technology,40558,Shenyang,Liaoning,China,Yibing Wang,B,Successful Participant
Hebei University,40559,baoding,hebei,China,Chunru Dong,B,Honorable Mention
Physics School of Nankai University,40560,Tianjin,Tianjin,China,XUEWEI CAO,B,Meritorious
Shenyang University of Technology,40561,Shenyang,Liaoning,China,Shaobo Qu,A,Successful Participant
Beihang Univeristy,40562,Beijing,Beijing,China,lingling Wang,B,Successful Participant
Shenyang University of Technology,40563,Shenyang,Liaoning,China,Shaobo Qu,A,Successful Participant
"City College, Wuhan University of Science and Technology",40564,Wuhan,Hubei,China,Xiaotao Wu,A,Successful Participant
Beijing Normal University,40565,Beijing,Beijing,China,Xiaogang Duan,D,Successful Participant
Shenyang University of Technology,40566,Shenyang,Liaoning,China,Gang Lv,B,Successful Participant
Shandong University,40567,Jinan,Shandong,China,Baodong LIU,D,Honorable Mention
Beijing Normal University,40568,Beijing,,China,Guanqiong Yang,D,Meritorious
Shenyang University of Technology,40569,Shenyang,Liaoning,China,Hongtao Zhang,A,Successful Participant
professor,40570,Wuhan,Hubei,China,Jian Ming,C,Successful Participant
Central University of Finance and Ecomomics,40571,Beijing,,China,Keqi Chen,D,Successful Participant
Chongqing University of Science and Technology,40572,Chongqing,,China,Hengjie Chen,B,Honorable Mention
Tianjin Polytechnic University,40573,Tianjin,,China,Yongjiang Xue,A,Successful Participant
Beihang Univeristy,40574,Beijing,Beijing,China,Haiyan Sun,A,Successful Participant
